,location,date,CanSino,Johnson&Johnson,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,Sinopharm/Beijing,Sinovac,Sputnik V
0,Austria,2021-01-08,,0.0,0.0,0.0,31099.0,,,
1,Austria,2021-01-15,,0.0,87.0,0.0,115801.0,,,
2,Austria,2021-01-22,,0.0,304.0,1.0,212899.0,,,
3,Austria,2021-01-29,,0.0,4225.0,2.0,257621.0,,,
4,Austria,2021-02-05,,0.0,5922.0,6.0,353111.0,,,
5,Austria,2021-02-12,,0.0,10009.0,10766.0,454563.0,,,
6,Austria,2021-02-19,,0.0,14132.0,43472.0,520127.0,,,
7,Austria,2021-02-26,,0.0,22495.0,101160.0,581222.0,,,
8,Austria,2021-03-05,,0.0,31795.0,155994.0,685651.0,,,
9,Austria,2021-03-12,,0.0,47139.0,234638.0,848297.0,,,
10,Austria,2021-03-19,,18.0,78908.0,307848.0,980824.0,,,
11,Austria,2021-03-26,,32.0,104255.0,383177.0,1127139.0,,,
12,Austria,2021-04-02,,55.0,140582.0,421729.0,1275205.0,,,
13,Austria,2021-04-09,,99.0,180087.0,512110.0,1496385.0,,,
14,Austria,2021-04-16,,109.0,222572.0,607999.0,1730058.0,,,
15,Austria,2021-04-23,,114.0,259859.0,656941.0,1993639.0,,,
16,Austria,2021-04-30,,381.0,298802.0,699374.0,2267104.0,,,
17,Austria,2021-05-07,,6509.0,348094.0,762359.0,2597491.0,,,
18,Austria,2021-05-14,,13507.0,397993.0,826519.0,2896941.0,,,
19,Austria,2021-05-21,,25803.0,465986.0,904299.0,3274753.0,,,
20,Austria,2021-05-28,,37967.0,519579.0,987190.0,3610163.0,,,
21,Austria,2021-06-04,,58260.0,574990.0,1055842.0,4035688.0,,,
22,Austria,2021-06-11,,79937.0,637992.0,1151265.0,4474462.0,,,
23,Austria,2021-06-18,,94893.0,687637.0,1203754.0,4929409.0,,,
24,Austria,2021-06-25,,103454.0,743413.0,1277766.0,5374506.0,,,
25,Austria,2021-07-02,,128892.0,803487.0,1385677.0,5765676.0,,,
26,Austria,2021-07-09,,152963.0,853888.0,1453630.0,6092727.0,,,
27,Austria,2021-07-16,,172227.0,898380.0,1505392.0,6364751.0,,,
28,Austria,2021-07-23,,188745.0,944860.0,1535225.0,6612672.0,,,
29,Austria,2021-07-30,,200788.0,963749.0,1561869.0,6822203.0,,,
30,Austria,2021-08-06,,215893.0,981526.0,1577413.0,6998746.0,,,
31,Austria,2021-08-13,,226125.0,990952.0,1583366.0,7122891.0,,,
32,Austria,2021-08-20,,239445.0,1004904.0,1586724.0,7215247.0,,,
33,Austria,2021-08-27,,253071.0,1008540.0,1588984.0,7272810.0,,,
34,Austria,2021-09-03,,265809.0,1013268.0,1591349.0,7321020.0,,,
35,Austria,2021-09-10,,279596.0,1016094.0,1592819.0,7370465.0,,,
36,Austria,2021-09-17,,290763.0,1019963.0,1594154.0,7428881.0,,,
37,Austria,2021-09-24,,304150.0,1022148.0,1595602.0,7481747.0,,,
38,Austria,2021-09-28,,308770.0,1023178.0,1596245.0,7513162.0,,,
39,Belgium,2021-01-08,,0.0,0.0,0.0,28032.0,,,
40,Belgium,2021-01-15,,0.0,37.0,0.0,126887.0,,,
41,Belgium,2021-01-22,,0.0,4500.0,0.0,244657.0,,,
42,Belgium,2021-01-29,,0.0,6193.0,0.0,334334.0,,,
43,Belgium,2021-02-05,,0.0,15947.0,0.0,463411.0,,,
44,Belgium,2021-02-12,,0.0,25531.0,359.0,598937.0,,,
45,Belgium,2021-02-19,,0.0,30326.0,10768.0,699581.0,,,
46,Belgium,2021-02-26,,0.0,32790.0,45316.0,788203.0,,,
47,Belgium,2021-03-05,,0.0,51618.0,110077.0,877249.0,,,
48,Belgium,2021-03-12,,0.0,67532.0,191223.0,973684.0,,,
49,Belgium,2021-03-19,,0.0,89998.0,351029.0,1084065.0,,,
50,Belgium,2021-03-26,,0.0,100320.0,461689.0,1280697.0,,,
51,Belgium,2021-04-02,,0.0,128110.0,521677.0,1539358.0,,,
52,Belgium,2021-04-09,,0.0,175336.0,601371.0,1857471.0,,,
53,Belgium,2021-04-16,,0.0,209940.0,782274.0,2134821.0,,,
54,Belgium,2021-04-23,,0.0,261302.0,839191.0,2451892.0,,,
55,Belgium,2021-04-30,,3014.0,288342.0,904677.0,2807754.0,,,
56,Belgium,2021-05-07,,23902.0,346199.0,1007438.0,3359854.0,,,
57,Belgium,2021-05-14,,29643.0,400717.0,1100468.0,3811418.0,,,
58,Belgium,2021-05-21,,50139.0,502552.0,1367357.0,4180464.0,,,
59,Belgium,2021-05-28,,73903.0,576889.0,1467260.0,4622458.0,,,
60,Belgium,2021-06-04,,97700.0,653160.0,1570622.0,5321219.0,,,
61,Belgium,2021-06-11,,143948.0,739476.0,1757614.0,6074732.0,,,
62,Belgium,2021-06-18,,213338.0,845764.0,1892524.0,6787753.0,,,
63,Belgium,2021-06-25,,244304.0,958353.0,1961712.0,7447798.0,,,
64,Belgium,2021-07-02,,267765.0,1041877.0,2061576.0,7916876.0,,,
65,Belgium,2021-07-09,,282825.0,1103436.0,2288667.0,8450865.0,,,
66,Belgium,2021-07-16,,300876.0,1158145.0,2443078.0,8958577.0,,,
67,Belgium,2021-07-23,,311477.0,1211664.0,2549325.0,9510558.0,,,
68,Belgium,2021-07-30,,320696.0,1242595.0,2640711.0,10019538.0,,,
69,Belgium,2021-08-06,,329784.0,1266031.0,2701284.0,10377701.0,,,
70,Belgium,2021-08-13,,337040.0,1283345.0,2814328.0,10528694.0,,,
71,Belgium,2021-08-20,,343014.0,1294752.0,2823887.0,10627738.0,,,
72,Belgium,2021-08-27,,348695.0,1302476.0,2827347.0,10699465.0,,,
73,Belgium,2021-09-03,,354544.0,1311643.0,2829758.0,10752391.0,,,
74,Belgium,2021-09-10,,359284.0,1317909.0,2830718.0,10793519.0,,,
75,Belgium,2021-09-17,,365614.0,1323653.0,2831597.0,10828760.0,,,
76,Belgium,2021-09-24,,371772.0,1327280.0,2832115.0,10867398.0,,,
77,Belgium,2021-09-28,,373670.0,1329917.0,2832242.0,10878864.0,,,
78,Bulgaria,2021-01-01,,,,,0.0,,,
79,Bulgaria,2021-01-08,,,0.0,,13473.0,,,
80,Bulgaria,2021-01-15,,,491.0,,17962.0,,,
81,Bulgaria,2021-01-22,,,843.0,,25300.0,,,
82,Bulgaria,2021-01-29,,,1053.0,,40072.0,,,
83,Bulgaria,2021-02-05,,,2207.0,10.0,54821.0,,,
84,Bulgaria,2021-02-12,,,3333.0,2035.0,70020.0,,,
85,Bulgaria,2021-02-19,,,6446.0,28947.0,83960.0,,,
86,Bulgaria,2021-02-26,,,10475.0,97630.0,104340.0,,,
87,Bulgaria,2021-03-05,,,14820.0,143932.0,129880.0,,,
88,Bulgaria,2021-03-12,,,16988.0,174209.0,147683.0,,,
89,Bulgaria,2021-03-19,,,20921.0,179029.0,168956.0,,,
90,Bulgaria,2021-03-26,,,34004.0,206835.0,195704.0,,,
91,Bulgaria,2021-04-02,,,44809.0,230180.0,228583.0,,,
92,Bulgaria,2021-04-09,,,59160.0,238387.0,275118.0,,,
93,Bulgaria,2021-04-16,,0.0,74318.0,241707.0,322422.0,,,
94,Bulgaria,2021-04-23,,0.0,93241.0,247383.0,382650.0,,,
95,Bulgaria,2021-04-30,,0.0,108865.0,263756.0,452036.0,,,
96,Bulgaria,2021-05-07,,0.0,122688.0,300451.0,514960.0,,,
97,Bulgaria,2021-05-14,,398.0,145571.0,364379.0,606439.0,,,
98,Bulgaria,2021-05-21,,2629.0,165767.0,401422.0,690983.0,,,
99,Bulgaria,2021-05-28,,6276.0,181502.0,411232.0,754371.0,,,
100,Bulgaria,2021-06-04,,11142.0,190457.0,435357.0,827459.0,,,
101,Bulgaria,2021-06-11,,17987.0,202784.0,457900.0,898271.0,,,
102,Bulgaria,2021-06-18,,25928.0,216421.0,467870.0,949706.0,,,
103,Bulgaria,2021-06-25,,33099.0,225728.0,470990.0,997114.0,,,
104,Bulgaria,2021-07-02,,39994.0,234047.0,472860.0,1042927.0,,,
105,Bulgaria,2021-07-09,,48424.0,241862.0,474021.0,1086383.0,,,
106,Bulgaria,2021-07-16,,58430.0,247955.0,474812.0,1127926.0,,,
107,Bulgaria,2021-07-23,,68108.0,252761.0,475720.0,1167720.0,,,
108,Bulgaria,2021-07-30,,78440.0,258066.0,476371.0,1212406.0,,,
109,Bulgaria,2021-08-06,,89960.0,263844.0,476700.0,1256750.0,,,
110,Bulgaria,2021-08-13,,102550.0,269269.0,477025.0,1298259.0,,,
111,Bulgaria,2021-08-20,,116845.0,274596.0,477363.0,1341032.0,,,
112,Bulgaria,2021-08-27,,133004.0,280188.0,477659.0,1387124.0,,,
113,Bulgaria,2021-09-03,,149767.0,285738.0,477825.0,1428817.0,,,
114,Bulgaria,2021-09-10,,162888.0,290164.0,477891.0,1463273.0,,,
115,Bulgaria,2021-09-17,,175977.0,294725.0,478020.0,1499714.0,,,
116,Bulgaria,2021-09-24,,185864.0,298370.0,478112.0,1529744.0,,,
117,Bulgaria,2021-09-28,,193440.0,298370.0,478112.0,1529744.0,,,
118,Chile,2020-12-24,,,,,420.0,,,
119,Chile,2020-12-25,,,,,5202.0,,,
120,Chile,2020-12-26,,,,,8345.0,,,
121,Chile,2020-12-27,,,,,8656.0,,,
122,Chile,2020-12-28,,,,,8656.0,,,
123,Chile,2020-12-29,,,,,8656.0,,,
124,Chile,2020-12-30,,,,,8656.0,,,
125,Chile,2020-12-31,,,,,8656.0,,,
126,Chile,2021-01-01,,,,,8656.0,,,
127,Chile,2021-01-02,,,,,8656.0,,,
128,Chile,2021-01-03,,,,,8656.0,,,
129,Chile,2021-01-04,,,,,9061.0,,,
130,Chile,2021-01-05,,,,,10504.0,,,
131,Chile,2021-01-06,,,,,10709.0,,,
132,Chile,2021-01-07,,,,,10709.0,,,
133,Chile,2021-01-08,,,,,10709.0,,,
134,Chile,2021-01-09,,,,,10709.0,,,
135,Chile,2021-01-10,,,,,10709.0,,,
136,Chile,2021-01-11,,,,,10709.0,,,
137,Chile,2021-01-12,,,,,10709.0,,,
138,Chile,2021-01-13,,,,,11742.0,,,
139,Chile,2021-01-14,,,,,18659.0,,,
140,Chile,2021-01-15,,,,,22090.0,,,
141,Chile,2021-01-16,,,,,22180.0,,,
142,Chile,2021-01-17,,,,,22180.0,,,
143,Chile,2021-01-18,,,,,33231.0,,,
144,Chile,2021-01-19,,,,,52596.0,,,
145,Chile,2021-01-20,,,,,61905.0,,,
146,Chile,2021-01-21,,,,,64962.0,,,
147,Chile,2021-01-22,,,,,65377.0,,,
148,Chile,2021-01-23,,,,,65377.0,,,
149,Chile,2021-01-24,,,,,65377.0,,,
150,Chile,2021-01-25,,,,,66797.0,,,
151,Chile,2021-01-26,,,,,67411.0,,,
152,Chile,2021-01-27,,,,,67446.0,,,
153,Chile,2021-01-28,,,,,67446.0,,,
154,Chile,2021-01-29,,,,,67451.0,,,
155,Chile,2021-01-30,,,,,67452.0,,,
156,Chile,2021-01-31,,,,,67452.0,,,
157,Chile,2021-02-01,,,,,67452.0,,,
158,Chile,2021-02-02,,,,,67458.0,,13185.0,
159,Chile,2021-02-03,,,,,67458.0,,183571.0,
160,Chile,2021-02-04,,,,,69586.0,,357596.0,
161,Chile,2021-02-05,,,,,70274.0,,526415.0,
162,Chile,2021-02-06,,,,,70279.0,,554267.0,
163,Chile,2021-02-07,,,,,70281.0,,562905.0,
164,Chile,2021-02-08,,,,,82081.0,,784406.0,
165,Chile,2021-02-09,,,,,101562.0,,1026821.0,
166,Chile,2021-02-10,,,,,110007.0,,1299165.0,
167,Chile,2021-02-11,,,,,113080.0,,1550387.0,
168,Chile,2021-02-12,,,,,113440.0,,1779520.0,
169,Chile,2021-02-13,,,,,113473.0,,1809046.0,
170,Chile,2021-02-14,,,,,113473.0,,1813514.0,
171,Chile,2021-02-15,,,,,113474.0,,2079387.0,
172,Chile,2021-02-16,,,,,113486.0,,2299465.0,
173,Chile,2021-02-17,,,,,113486.0,,2487519.0,
174,Chile,2021-02-18,,,,,113489.0,,2642795.0,
175,Chile,2021-02-19,,,,,113489.0,,2784932.0,
176,Chile,2021-02-20,,,,,113491.0,,2794572.0,
177,Chile,2021-02-21,,,,,113491.0,,2795734.0,
178,Chile,2021-02-22,,,,,125584.0,,2891777.0,
179,Chile,2021-02-23,,,,,150427.0,,2961175.0,
180,Chile,2021-02-24,,,,,178945.0,,3018934.0,
181,Chile,2021-02-25,,,,,212664.0,,3071301.0,
182,Chile,2021-02-26,,,,,242398.0,,3119969.0,
183,Chile,2021-02-27,,,,,248724.0,,3123691.0,
184,Chile,2021-02-28,,,,,248726.0,,3124044.0,
185,Chile,2021-03-01,,,,,263629.0,,3246714.0,
186,Chile,2021-03-02,,,,,294552.0,,3387175.0,
187,Chile,2021-03-03,,,,,313119.0,,3680570.0,
188,Chile,2021-03-04,,,,,322229.0,,3982084.0,
189,Chile,2021-03-05,,,,,327986.0,,4274306.0,
190,Chile,2021-03-06,,,,,328330.0,,4307750.0,
191,Chile,2021-03-07,,,,,328437.0,,4315609.0,
192,Chile,2021-03-08,,,,,341035.0,,4653744.0,
193,Chile,2021-03-09,,,,,378620.0,,4992783.0,
194,Chile,2021-03-10,,,,,420232.0,,5352613.0,
195,Chile,2021-03-11,,,,,465974.0,,5724030.0,
196,Chile,2021-03-12,,,,,483389.0,,6081089.0,
197,Chile,2021-03-13,,,,,483942.0,,6131008.0,
198,Chile,2021-03-14,,,,,483942.0,,6137597.0,
199,Chile,2021-03-15,,,,,507865.0,,6544045.0,
200,Chile,2021-03-16,,,,,561412.0,,6900834.0,
201,Chile,2021-03-17,,,,,616958.0,,7212672.0,
202,Chile,2021-03-18,,,,,666563.0,,7498104.0,
203,Chile,2021-03-19,,,,,689736.0,,7769615.0,
204,Chile,2021-03-20,,,,,691656.0,,7801900.0,
205,Chile,2021-03-21,,,,,691666.0,,7805915.0,
206,Chile,2021-03-22,,,,,727764.0,,8038623.0,
207,Chile,2021-03-23,,,,,787702.0,,8219623.0,
208,Chile,2021-03-24,,,,,840608.0,,8385845.0,
209,Chile,2021-03-25,,,,,895207.0,,8543977.0,
210,Chile,2021-03-26,,,,,933648.0,,8723283.0,
211,Chile,2021-03-27,,,,,935682.0,,8736943.0,
212,Chile,2021-03-28,,,,,935682.0,,8738336.0,
213,Chile,2021-03-29,,,,,957735.0,,8983096.0,
214,Chile,2021-03-30,,,,,1015235.0,,9204328.0,
215,Chile,2021-03-31,,,,,1061417.0,,9438532.0,
216,Chile,2021-04-01,,,,,1085207.0,,9718136.0,
217,Chile,2021-04-02,,,,,1085433.0,,9724953.0,
218,Chile,2021-04-03,,,,,1085626.0,,9727989.0,
219,Chile,2021-04-04,,,,,1085630.0,,9729109.0,
220,Chile,2021-04-05,,,,,1116789.0,,9982829.0,
221,Chile,2021-04-06,,,,,1199600.0,,10139915.0,
222,Chile,2021-04-07,,,,,1288900.0,,10283967.0,
223,Chile,2021-04-08,,,,,1367189.0,,10445283.0,
224,Chile,2021-04-09,,,,,1416449.0,,10615024.0,
225,Chile,2021-04-10,,,,,1424279.0,,10633226.0,
226,Chile,2021-04-11,,,,,1424785.0,,10635174.0,
227,Chile,2021-04-12,,,,,1489586.0,,10807443.0,
228,Chile,2021-04-13,,,,,1577833.0,,10954582.0,
229,Chile,2021-04-14,,,,,1667373.0,,11094605.0,
230,Chile,2021-04-15,,,,,1735405.0,,11233814.0,
231,Chile,2021-04-16,,,,,1786164.0,,11377360.0,
232,Chile,2021-04-17,,,,,1792093.0,,11393727.0,
233,Chile,2021-04-18,,,,,1792772.0,,11395689.0,
234,Chile,2021-04-19,,,,,1816840.0,,11566738.0,
235,Chile,2021-04-20,,,,,1861326.0,,11711653.0,
236,Chile,2021-04-21,,,,,1907402.0,,11843215.0,
237,Chile,2021-04-22,,,,,1954529.0,,11996858.0,
238,Chile,2021-04-23,,,,,1983518.0,,12151550.0,
239,Chile,2021-04-24,,,,,1985914.0,,12166840.0,
240,Chile,2021-04-25,,,,,1985915.0,,12167882.0,
241,Chile,2021-04-26,,,,,2031293.0,,12319250.0,
242,Chile,2021-04-27,,,,,2095181.0,,12426934.0,
243,Chile,2021-04-28,,,,3607.0,2150071.0,,12537607.0,
244,Chile,2021-04-29,,,,10151.0,2182642.0,,12653932.0,
245,Chile,2021-04-30,,,,23878.0,2213695.0,,12697037.0,
246,Chile,2021-05-01,,,,24164.0,2214872.0,,12697875.0,
247,Chile,2021-05-02,,,,24346.0,2215264.0,,12698767.0,
248,Chile,2021-05-03,,,,44444.0,2239178.0,,12806662.0,
249,Chile,2021-05-04,,,,61218.0,2285356.0,,12913445.0,
250,Chile,2021-05-05,,,,71045.0,2333955.0,,13030237.0,
251,Chile,2021-05-06,,,,78261.0,2374855.0,,13140427.0,
252,Chile,2021-05-07,,,,82409.0,2408870.0,,13250267.0,
253,Chile,2021-05-08,,,,83079.0,2414610.0,,13269454.0,
254,Chile,2021-05-09,,,,83149.0,2414675.0,,13270726.0,
255,Chile,2021-05-10,,,,86104.0,2454189.0,,13402004.0,
256,Chile,2021-05-11,,,,88083.0,2520373.0,,13526634.0,
257,Chile,2021-05-12,,,,89751.0,2579875.0,,13648851.0,
258,Chile,2021-05-13,,,,90303.0,2627815.0,,13758073.0,
259,Chile,2021-05-14,,,,90546.0,2672758.0,,13872395.0,
260,Chile,2021-05-15,,,,90586.0,2673052.0,,13873520.0,
261,Chile,2021-05-16,,,,90586.0,2673132.0,,13873876.0,
262,Chile,2021-05-17,,,,90881.0,2726531.0,,13991870.0,
263,Chile,2021-05-18,,,,92311.0,2805210.0,,14095578.0,
264,Chile,2021-05-19,,,,98829.0,2884792.0,,14176515.0,
265,Chile,2021-05-20,,,,105547.0,2955799.0,,14290666.0,
266,Chile,2021-05-21,,,,105618.0,2962852.0,,14293209.0,
267,Chile,2021-05-22,,,,106111.0,2975458.0,,14313230.0,
268,Chile,2021-05-23,,,,106131.0,2976588.0,,14316365.0,
269,Chile,2021-05-24,,,,118541.0,3050871.0,,14466689.0,
270,Chile,2021-05-25,,,,136117.0,3162370.0,,14584427.0,
271,Chile,2021-05-26,,,,161509.0,3236584.0,,14713891.0,
272,Chile,2021-05-27,,,,195446.0,3293334.0,,14826458.0,
273,Chile,2021-05-28,,,,227549.0,3341399.0,,14932652.0,
274,Chile,2021-05-29,,,,235993.0,3353663.0,,14959336.0,
275,Chile,2021-05-30,,,,237387.0,3355224.0,,14966475.0,
276,Chile,2021-05-31,74.0,,,281185.0,3423371.0,,15070169.0,
277,Chile,2021-06-01,10459.0,,,326595.0,3526706.0,,15132457.0,
278,Chile,2021-06-02,33780.0,,,359081.0,3606801.0,,15200790.0,
279,Chile,2021-06-03,73400.0,,,361425.0,3654376.0,,15275078.0,
280,Chile,2021-06-04,107769.0,,,362978.0,3678900.0,,15359861.0,
281,Chile,2021-06-05,117683.0,,,363288.0,3684017.0,,15382253.0,
282,Chile,2021-06-06,119473.0,,,363318.0,3684611.0,,15384841.0,
283,Chile,2021-06-07,146942.0,,,365273.0,3696353.0,,15525139.0,
284,Chile,2021-06-08,167021.0,,,366957.0,3709998.0,,15674541.0,
285,Chile,2021-06-09,183751.0,,,368929.0,3722290.0,,15837262.0,
286,Chile,2021-06-10,196909.0,,,370217.0,3736258.0,,16011996.0,
287,Chile,2021-06-11,200955.0,,,371453.0,3753153.0,,16168848.0,
288,Chile,2021-06-12,201348.0,,,371781.0,3755968.0,,16197827.0,
289,Chile,2021-06-13,201397.0,,,371796.0,3756513.0,,16199285.0,
290,Chile,2021-06-14,205574.0,,,372969.0,3788570.0,,16383607.0,
291,Chile,2021-06-15,209254.0,,,373788.0,3841810.0,,16536686.0,
292,Chile,2021-06-16,213208.0,,,374651.0,3913500.0,,16687148.0,
293,Chile,2021-06-17,216250.0,,,375432.0,3980250.0,,16800613.0,
294,Chile,2021-06-18,218627.0,,,376279.0,4017862.0,,16867072.0,
295,Chile,2021-06-19,218905.0,,,376423.0,4029370.0,,16891871.0,
296,Chile,2021-06-20,218917.0,,,376433.0,4030601.0,,16894573.0,
297,Chile,2021-06-21,218995.0,,,376556.0,4040315.0,,16904392.0,
298,Chile,2021-06-22,222757.0,,,378385.0,4203470.0,,17044567.0,
299,Chile,2021-06-23,235177.0,,,380654.0,4318916.0,,17166108.0,
300,Chile,2021-06-24,298752.0,,,384113.0,4405089.0,,17266156.0,
301,Chile,2021-06-25,348862.0,,,388174.0,4477878.0,,17350470.0,
302,Chile,2021-06-26,358937.0,,,389415.0,4498872.0,,17371064.0,
303,Chile,2021-06-27,360192.0,,,389506.0,4501116.0,,17373141.0,
304,Chile,2021-06-28,361418.0,,,389672.0,4503812.0,,17374659.0,
305,Chile,2021-06-29,393322.0,,,395487.0,4637538.0,,17452653.0,
306,Chile,2021-06-30,416231.0,,,399755.0,4769739.0,,17498318.0,
307,Chile,2021-07-01,430242.0,,,402806.0,4904931.0,,17528873.0,
308,Chile,2021-07-02,441716.0,,,405394.0,5002819.0,,17558738.0,
309,Chile,2021-07-03,445147.0,,,405986.0,5026128.0,,17569390.0,
310,Chile,2021-07-04,445548.0,,,406054.0,5029123.0,,17570434.0,
311,Chile,2021-07-05,455957.0,,,409909.0,5122737.0,,17617595.0,
312,Chile,2021-07-06,463549.0,,,413518.0,5192151.0,,17667260.0,
313,Chile,2021-07-07,468349.0,,,416583.0,5285900.0,,17727809.0,
314,Chile,2021-07-08,472215.0,,,418814.0,5362223.0,,17802055.0,
315,Chile,2021-07-09,476133.0,,,421154.0,5431016.0,,17866517.0,
316,Chile,2021-07-10,477708.0,,,422175.0,5456067.0,,17882291.0,
317,Chile,2021-07-11,477879.0,,,422255.0,5459321.0,,17883895.0,
318,Chile,2021-07-12,481969.0,,,424922.0,5546139.0,,17970095.0,
319,Chile,2021-07-13,484803.0,,,426773.0,5649483.0,,18046117.0,
320,Chile,2021-07-14,487522.0,,,428326.0,5724305.0,,18129937.0,
321,Chile,2021-07-15,492828.0,,,431548.0,5791271.0,,18221812.0,
322,Chile,2021-07-16,492925.0,,,431658.0,5793726.0,,18223979.0,
323,Chile,2021-07-17,493394.0,,,431981.0,5802959.0,,18237845.0,
324,Chile,2021-07-18,493496.0,,,431981.0,5803830.0,,18239106.0,
325,Chile,2021-07-19,496131.0,,,433880.0,5862786.0,,18298970.0,
326,Chile,2021-07-20,497867.0,,,435847.0,5942570.0,,18349909.0,
327,Chile,2021-07-21,499269.0,,,438299.0,6002668.0,,18390811.0,
328,Chile,2021-07-22,500862.0,,,440840.0,6047856.0,,18419913.0,
329,Chile,2021-07-23,502092.0,,,444831.0,6136877.0,,18441772.0,
330,Chile,2021-07-24,503518.0,,,446102.0,6151931.0,,18458642.0,
331,Chile,2021-07-25,503560.0,,,446135.0,6153170.0,,18460291.0,
332,Chile,2021-07-26,504510.0,,,449433.0,6191915.0,,18474094.0,
333,Chile,2021-07-27,505289.0,,,452394.0,6229160.0,,18484204.0,
334,Chile,2021-07-28,505822.0,,,454358.0,6254738.0,,18491309.0,
335,Chile,2021-07-29,506300.0,,,456004.0,6337045.0,,18497196.0,
336,Chile,2021-07-30,506575.0,,,457638.0,6407608.0,,18501514.0,
337,Chile,2021-07-31,506587.0,,,457987.0,6417013.0,,18502955.0,
338,Chile,2021-08-01,506588.0,,,457988.0,6417415.0,,18503021.0,
339,Chile,2021-08-02,507587.0,,,459818.0,6423362.0,,18618476.0,
340,Chile,2021-08-03,508440.0,,,461970.0,6429517.0,,18748365.0,
341,Chile,2021-08-04,508664.0,,,463794.0,6487767.0,,18752792.0,
342,Chile,2021-08-05,508846.0,,,465189.0,6529626.0,,18755664.0,
343,Chile,2021-08-06,509026.0,,,466451.0,6560484.0,,18758078.0,
344,Chile,2021-08-07,509042.0,,,466469.0,6561381.0,,18758315.0,
345,Chile,2021-08-08,509042.0,,,466469.0,6561393.0,,18758380.0,
346,Chile,2021-08-09,509262.0,,,467259.0,6568947.0,,18848149.0,
347,Chile,2021-08-10,509515.0,,,467974.0,6576805.0,,18927124.0,
348,Chile,2021-08-11,509623.0,,,469857.0,6691391.0,,18931301.0,
349,Chile,2021-08-12,509733.0,,,471367.0,6766137.0,,18936670.0,
350,Chile,2021-08-13,509830.0,,,472181.0,6812957.0,,18940209.0,
351,Chile,2021-08-14,509843.0,,,472205.0,6813902.0,,18940529.0,
352,Chile,2021-08-15,509843.0,,,472208.0,6813987.0,,18940865.0,
353,Chile,2021-08-16,510264.0,,,473148.0,6818450.0,,18995966.0,
354,Chile,2021-08-17,513344.0,,,474145.0,6823096.0,,19048335.0,
355,Chile,2021-08-18,514646.0,,,475381.0,6896832.0,,19052282.0,
356,Chile,2021-08-19,516131.0,,,476322.0,6953785.0,,19055161.0,
357,Chile,2021-08-20,518004.0,,,477276.0,7005907.0,,19057953.0,
358,Chile,2021-08-21,519175.0,,,477300.0,7007336.0,,19058493.0,
359,Chile,2021-08-22,519792.0,,,477304.0,7007477.0,,19058620.0,
360,Chile,2021-08-23,524727.0,,,480609.0,7011626.0,,19100989.0,
361,Chile,2021-08-24,529503.0,,,483233.0,7014919.0,,19135152.0,
362,Chile,2021-08-25,533078.0,,,485246.0,7019303.0,,19156578.0,
363,Chile,2021-08-26,534558.0,,,485685.0,7097911.0,,19158750.0,
364,Chile,2021-08-27,536022.0,,,486098.0,7149282.0,,19160819.0,
365,Chile,2021-08-28,537075.0,,,486125.0,7150342.0,,19161092.0,
366,Chile,2021-08-29,537471.0,,,486131.0,7150442.0,,19161226.0,
367,Chile,2021-08-30,541482.0,,,488648.0,7152989.0,,19251243.0,
368,Chile,2021-08-31,545774.0,,,491298.0,7155060.0,,19354392.0,
369,Chile,2021-09-01,547145.0,,,491730.0,7184391.0,,19359221.0,
370,Chile,2021-09-02,548274.0,,,492045.0,7205565.0,,19362488.0,
371,Chile,2021-09-03,549594.0,,,492324.0,7220437.0,,19365063.0,
372,Chile,2021-09-04,549952.0,,,492357.0,7220687.0,,19365443.0,
373,Chile,2021-09-05,550076.0,,,492357.0,7220709.0,,19365472.0,
374,Chile,2021-09-06,552448.0,,,494100.0,7221843.0,,19436438.0,
375,Chile,2021-09-07,554544.0,,,495654.0,7223085.0,,19509869.0,
376,Chile,2021-09-08,555284.0,,,495869.0,7235698.0,,19513368.0,
377,Chile,2021-09-09,555931.0,,,496047.0,7244273.0,,19516672.0,
378,Chile,2021-09-10,556509.0,,,496217.0,7251550.0,,19519070.0,
379,Chile,2021-09-11,556711.0,,,496236.0,7251719.0,,19519471.0,
380,Chile,2021-09-12,556738.0,,,496240.0,7251735.0,,19519500.0,
381,Chile,2021-09-13,557899.0,,,497280.0,7256140.0,,19617930.0,
382,Chile,2021-09-14,559198.0,,,498150.0,7260619.0,,19702985.0,
383,Chile,2021-09-15,560221.0,,,498677.0,7265733.0,,19767422.0,
384,Chile,2021-09-16,560799.0,,,498993.0,7268852.0,,19798865.0,
385,Chile,2021-09-17,560803.0,,,498993.0,7268883.0,,19798959.0,
386,Chile,2021-09-18,560813.0,,,498993.0,7268883.0,,19798965.0,
387,Chile,2021-09-19,560816.0,,,498993.0,7268883.0,,19798967.0,
388,Chile,2021-09-20,561770.0,,,500580.0,7272346.0,,19882140.0,
389,Chile,2021-09-21,562686.0,,,502241.0,7275702.0,,19962079.0,
390,Chile,2021-09-22,563344.0,,,503439.0,7279066.0,,20048498.0,
391,Chile,2021-09-23,563916.0,,,504167.0,7282512.0,,20106251.0,
392,Chile,2021-09-24,564428.0,,,504749.0,7286076.0,,20182762.0,
393,Chile,2021-09-25,564560.0,,,504754.0,7286207.0,,20183687.0,
394,Chile,2021-09-26,564599.0,,,504754.0,7286215.0,,20183816.0,
395,Chile,2021-09-27,564934.0,,,505772.0,7287844.0,,20240481.0,
