,location,date,CanSino,Johnson&Johnson,Moderna,Oxford/AstraZeneca,Pfizer/BioNTech,Sinopharm/Beijing,Sinovac,Sputnik V
2148,Hong Kong,2021-08-31,,,,,4776758.0,,2811642.0,
2149,Hong Kong,2021-09-01,,,,,4811018.0,,2826710.0,
2150,Hong Kong,2021-09-02,,,,,4843951.0,,2841594.0,
2151,Hong Kong,2021-09-03,,,,,4883709.0,,2858058.0,
2152,Hong Kong,2021-09-04,,,,,4926608.0,,2872420.0,
2153,Hong Kong,2021-09-05,,,,,4962258.0,,2880036.0,
2154,Hong Kong,2021-09-06,,,,,4992624.0,,2894991.0,
2155,Hong Kong,2021-09-07,,,,,5019214.0,,2908465.0,
2156,Hong Kong,2021-09-08,,,,,5045568.0,,2922063.0,
2157,Hong Kong,2021-09-09,,,,,5074251.0,,2936210.0,
2158,Hong Kong,2021-09-10,,,,,5110073.0,,2951984.0,
2159,Hong Kong,2021-09-11,,,,,5150260.0,,2965332.0,
2160,Hong Kong,2021-09-12,,,,,5179705.0,,2972146.0,
2161,Hong Kong,2021-09-13,,,,,5202859.0,,2985276.0,
2162,Hong Kong,2021-09-14,,,,,5221328.0,,2996672.0,
2163,Hong Kong,2021-09-15,,,,,5239785.0,,3007837.0,
2164,Hong Kong,2021-09-16,,,,,5259878.0,,3018569.0,
2165,Hong Kong,2021-09-17,,,,,5285373.0,,3030709.0,
2166,Hong Kong,2021-09-18,,,,,5315816.0,,3040779.0,
2167,Hong Kong,2021-09-19,,,,,5334305.0,,3045790.0,
2168,Hong Kong,2021-09-20,,,,,5349136.0,,3055943.0,
2169,Hong Kong,2021-09-21,,,,,5360339.0,,3063350.0,
2170,Hong Kong,2021-09-22,,,,,5373675.0,,3066574.0,
2171,Hong Kong,2021-09-23,,,,,5394568.0,,3079491.0,
2172,Hong Kong,2021-09-24,,,,,5419487.0,,3091884.0,
2173,Hong Kong,2021-09-25,,,,,5448140.0,,3102330.0,
2174,Hong Kong,2021-09-26,,,,,5466774.0,,3107344.0,
2175,Hong Kong,2021-09-27,,,,,5482314.0,,3118545.0,
2176,Hong Kong,2021-09-28,,,,,5494019.0,,3128773.0,
2177,Hong Kong,2021-09-29,,,,,5507996.0,,3138438.0,
2178,Hong Kong,2021-09-30,,,,,5527880.0,,3148675.0,
2179,Hungary,2021-01-01,,,,,1095.0,,,
2180,Hungary,2021-01-08,,,,,71815.0,,,
2181,Hungary,2021-01-15,,,3045.0,,120515.0,,,
2182,Hungary,2021-01-22,,,3110.0,,153055.0,,,
2183,Hungary,2021-01-29,,,3289.0,,299730.0,,,
2184,Hungary,2021-02-05,,,14413.0,0.0,382360.0,,,0.0
2185,Hungary,2021-02-12,,,17526.0,20101.0,439830.0,,,2385.0
2186,Hungary,2021-02-19,,,21249.0,43574.0,577726.0,0.0,,18484.0
2187,Hungary,2021-02-26,,,22501.0,85258.0,665513.0,162077.0,,19321.0
2188,Hungary,2021-03-05,,,59086.0,101860.0,772330.0,368592.0,,22756.0
2189,Hungary,2021-03-12,,,74445.0,239095.0,891614.0,492383.0,,54724.0
2190,Hungary,2021-03-19,,,79115.0,298517.0,1054896.0,505062.0,,143314.0
2191,Hungary,2021-03-26,,,84172.0,398166.0,1211790.0,687323.0,,233879.0
2192,Hungary,2021-04-02,,,149942.0,427844.0,1428960.0,885907.0,,388391.0
2193,Hungary,2021-04-09,,,203839.0,590675.0,1633326.0,1013005.0,,676266.0
2194,Hungary,2021-04-16,,0.0,206499.0,637425.0,1849226.0,1030350.0,,924750.0
2195,Hungary,2021-04-23,,0.0,269215.0,663482.0,2169616.0,1051731.0,,1097161.0
2196,Hungary,2021-04-30,,0.0,314650.0,669327.0,2445274.0,1391195.0,,1302893.0
2197,Hungary,2021-05-07,,3022.0,358591.0,718481.0,2693362.0,1464478.0,,1520581.0
2198,Hungary,2021-05-14,,20224.0,400402.0,756076.0,2909481.0,1515513.0,,1609566.0
2199,Hungary,2021-05-21,,48840.0,487077.0,780614.0,3309053.0,1556829.0,,1632758.0
2200,Hungary,2021-05-28,,61253.0,522677.0,809727.0,3562970.0,1852676.0,,1694187.0
2201,Hungary,2021-06-04,,74656.0,543091.0,923626.0,3749177.0,1932634.0,,1746818.0
2202,Hungary,2021-06-11,,84534.0,588126.0,974668.0,3838246.0,1988148.0,,1768262.0
2203,Hungary,2021-06-18,,91904.0,619992.0,1027690.0,3957616.0,2018784.0,,1778061.0
2204,Hungary,2021-06-25,,96881.0,650048.0,1066788.0,4214281.0,2035373.0,,1783131.0
2205,Hungary,2021-07-02,,99609.0,663308.0,1164012.0,4286386.0,2046334.0,,1786904.0
2206,Hungary,2021-07-09,,104340.0,671489.0,1194044.0,4368674.0,2055481.0,,1789966.0
2207,Hungary,2021-07-16,,110168.0,675312.0,1209269.0,4441576.0,2061652.0,,1791822.0
2208,Hungary,2021-07-23,,116247.0,676977.0,1213585.0,4489027.0,2066542.0,,1793351.0
2209,Hungary,2021-07-30,,122677.0,677801.0,1238032.0,4516819.0,2070374.0,,1794751.0
2210,Hungary,2021-08-06,,126106.0,678515.0,1240937.0,4541253.0,2073838.0,,1795941.0
2211,Hungary,2021-08-13,,130196.0,679814.0,1242642.0,4567826.0,2077832.0,,1797292.0
2212,Hungary,2021-08-20,,133170.0,680580.0,1243011.0,4588870.0,2081116.0,,1798328.0
2213,Hungary,2021-08-27,,138548.0,681311.0,1243436.0,4617756.0,2085862.0,,1799807.0
2214,Hungary,2021-09-03,,141524.0,682131.0,1243873.0,4647413.0,2090907.0,,1801181.0
2215,Hungary,2021-09-10,,144847.0,683167.0,1244162.0,4672715.0,2094980.0,,1802356.0
2216,Hungary,2021-09-17,,147966.0,684048.0,1244427.0,4697381.0,2098577.0,,1803358.0
2217,Hungary,2021-09-24,,150839.0,684920.0,1244626.0,4721793.0,2102667.0,,1804318.0
2218,Hungary,2021-09-28,,152904.0,685669.0,1244798.0,4738303.0,2106111.0,,1804926.0
2219,Iceland,2020-12-28,,0.0,1.0,0.0,4.0,,,
2220,Iceland,2020-12-29,,0.0,1.0,0.0,2527.0,,,
2221,Iceland,2020-12-30,,0.0,1.0,0.0,4944.0,,,
2222,Iceland,2020-12-31,,0.0,1.0,0.0,4945.0,,,
2223,Iceland,2021-01-01,,0.0,1.0,0.0,4945.0,,,
2224,Iceland,2021-01-02,,0.0,1.0,0.0,4945.0,,,
2225,Iceland,2021-01-03,,0.0,1.0,0.0,4945.0,,,
2226,Iceland,2021-01-04,,0.0,2.0,0.0,4945.0,,,
2227,Iceland,2021-01-05,,0.0,3.0,0.0,4952.0,,,
2228,Iceland,2021-01-06,,0.0,3.0,0.0,4953.0,,,
2229,Iceland,2021-01-07,,0.0,3.0,0.0,4954.0,,,
2230,Iceland,2021-01-08,,0.0,3.0,0.0,4954.0,,,
2231,Iceland,2021-01-09,,0.0,3.0,0.0,4954.0,,,
2232,Iceland,2021-01-10,,0.0,3.0,0.0,4954.0,,,
2233,Iceland,2021-01-11,,0.0,3.0,0.0,4955.0,,,
2234,Iceland,2021-01-12,,0.0,3.0,0.0,4956.0,,,
2235,Iceland,2021-01-13,,0.0,503.0,0.0,4956.0,,,
2236,Iceland,2021-01-14,,0.0,845.0,0.0,4956.0,,,
2237,Iceland,2021-01-15,,0.0,1264.0,0.0,4958.0,,,
2238,Iceland,2021-01-16,,0.0,1264.0,0.0,4958.0,,,
2239,Iceland,2021-01-17,,0.0,1264.0,0.0,4958.0,,,
2240,Iceland,2021-01-18,,0.0,1265.0,0.0,4991.0,,,
2241,Iceland,2021-01-19,,0.0,1265.0,0.0,6085.0,,,
2242,Iceland,2021-01-20,,0.0,1265.0,0.0,7847.0,,,
2243,Iceland,2021-01-21,,0.0,1265.0,1.0,11625.0,,,
2244,Iceland,2021-01-22,,0.0,1265.0,1.0,13517.0,,,
2245,Iceland,2021-01-23,,0.0,1265.0,1.0,14067.0,,,
2246,Iceland,2021-01-24,,0.0,1265.0,1.0,14067.0,,,
2247,Iceland,2021-01-25,,0.0,1266.0,2.0,14224.0,,,
2248,Iceland,2021-01-26,,0.0,1266.0,2.0,14331.0,,,
2249,Iceland,2021-01-27,,0.0,1266.0,2.0,14346.0,,,
2250,Iceland,2021-01-28,,0.0,1266.0,2.0,14348.0,,,
2251,Iceland,2021-01-29,,0.0,1266.0,2.0,14350.0,,,
2252,Iceland,2021-01-30,,0.0,1266.0,2.0,14350.0,,,
2253,Iceland,2021-01-31,,0.0,1266.0,2.0,14350.0,,,
2254,Iceland,2021-02-01,,0.0,1266.0,2.0,14787.0,,,
2255,Iceland,2021-02-02,,0.0,1267.0,2.0,15802.0,,,
2256,Iceland,2021-02-03,,0.0,1267.0,2.0,16331.0,,,
2257,Iceland,2021-02-04,,0.0,1267.0,2.0,16370.0,,,
2258,Iceland,2021-02-05,,0.0,1267.0,2.0,16395.0,,,
2259,Iceland,2021-02-06,,0.0,1267.0,2.0,16517.0,,,
2260,Iceland,2021-02-07,,0.0,1267.0,3.0,16517.0,,,
2261,Iceland,2021-02-08,,0.0,1267.0,3.0,16517.0,,,
2262,Iceland,2021-02-09,,0.0,1267.0,3.0,16517.0,,,
2263,Iceland,2021-02-10,,0.0,1817.0,3.0,16518.0,,,
2264,Iceland,2021-02-11,,0.0,1994.0,1211.0,16520.0,,,
2265,Iceland,2021-02-12,,0.0,2202.0,1211.0,16537.0,,,
2266,Iceland,2021-02-13,,0.0,2202.0,1211.0,16537.0,,,
2267,Iceland,2021-02-14,,0.0,2202.0,1211.0,16537.0,,,
2268,Iceland,2021-02-15,,0.0,2389.0,1211.0,16540.0,,,
2269,Iceland,2021-02-16,,0.0,2589.0,1255.0,17835.0,,,
2270,Iceland,2021-02-17,,0.0,3240.0,1519.0,20263.0,,,
2271,Iceland,2021-02-18,,0.0,3581.0,1598.0,20714.0,,,
2272,Iceland,2021-02-19,,0.0,3911.0,2722.0,20902.0,,,
2273,Iceland,2021-02-20,,0.0,3911.0,2723.0,21253.0,,,
2274,Iceland,2021-02-21,,0.0,3911.0,2723.0,21253.0,,,
2275,Iceland,2021-02-22,,0.0,3911.0,2840.0,21279.0,,,
2276,Iceland,2021-02-23,,0.0,3911.0,3161.0,22654.0,,,
2277,Iceland,2021-02-24,,0.0,3911.0,3734.0,23965.0,,,
2278,Iceland,2021-02-25,,0.0,3911.0,3944.0,24484.0,,,
2279,Iceland,2021-02-26,,0.0,3911.0,5171.0,24643.0,,,
2280,Iceland,2021-02-27,,0.0,3911.0,5175.0,24802.0,,,
2281,Iceland,2021-02-28,,0.0,3911.0,5175.0,24802.0,,,
2282,Iceland,2021-03-01,,0.0,3911.0,5273.0,24804.0,,,
2283,Iceland,2021-03-02,,0.0,3912.0,5407.0,27162.0,,,
2284,Iceland,2021-03-03,,0.0,3913.0,5522.0,29918.0,,,
2285,Iceland,2021-03-04,,0.0,3914.0,5890.0,30101.0,,,
2286,Iceland,2021-03-05,,3.0,3915.0,8185.0,30107.0,,,
2287,Iceland,2021-03-06,,3.0,3915.0,8186.0,30111.0,,,
2288,Iceland,2021-03-07,,4.0,3915.0,8186.0,30111.0,,,
2289,Iceland,2021-03-08,,4.0,3915.0,8191.0,30113.0,,,
2290,Iceland,2021-03-09,,4.0,3916.0,8332.0,32789.0,,,
2291,Iceland,2021-03-10,,4.0,3917.0,8937.0,33376.0,,,
2292,Iceland,2021-03-11,,5.0,3917.0,9324.0,33806.0,,,
2293,Iceland,2021-03-12,,6.0,3917.0,9324.0,34005.0,,,
2294,Iceland,2021-03-13,,8.0,3917.0,9326.0,34006.0,,,
2295,Iceland,2021-03-14,,8.0,3917.0,9326.0,34006.0,,,
2296,Iceland,2021-03-15,,8.0,3917.0,9327.0,34026.0,,,
2297,Iceland,2021-03-16,,8.0,3920.0,9327.0,37260.0,,,
2298,Iceland,2021-03-17,,8.0,4359.0,9328.0,37788.0,,,
2299,Iceland,2021-03-18,,8.0,4640.0,9335.0,38830.0,,,
2300,Iceland,2021-03-19,,8.0,4865.0,9336.0,39018.0,,,
2301,Iceland,2021-03-20,,8.0,4865.0,9338.0,39019.0,,,
2302,Iceland,2021-03-21,,8.0,4865.0,9339.0,39020.0,,,
2303,Iceland,2021-03-22,,8.0,5092.0,9342.0,40672.0,,,
2304,Iceland,2021-03-23,,8.0,5305.0,9353.0,43636.0,,,
2305,Iceland,2021-03-24,,8.0,6733.0,9354.0,44085.0,,,
2306,Iceland,2021-03-25,,8.0,6733.0,9393.0,44530.0,,,
2307,Iceland,2021-03-26,,8.0,6735.0,14038.0,44963.0,,,
2308,Iceland,2021-03-27,,8.0,6735.0,14038.0,45352.0,,,
2309,Iceland,2021-03-28,,8.0,6736.0,14039.0,45685.0,,,
2310,Iceland,2021-03-29,,8.0,6736.0,15051.0,46548.0,,,
2311,Iceland,2021-03-30,,8.0,6737.0,16512.0,50050.0,,,
2312,Iceland,2021-03-31,,9.0,6739.0,17309.0,50897.0,,,
2313,Iceland,2021-04-01,,11.0,6739.0,17311.0,50903.0,,,
2314,Iceland,2021-04-02,,12.0,6741.0,17311.0,50906.0,,,
2315,Iceland,2021-04-03,,12.0,6741.0,17314.0,50907.0,,,
2316,Iceland,2021-04-04,,12.0,6741.0,17314.0,50909.0,,,
2317,Iceland,2021-04-05,,13.0,6742.0,17315.0,50909.0,,,
2318,Iceland,2021-04-06,,17.0,6743.0,17317.0,50912.0,,,
2319,Iceland,2021-04-07,,19.0,6746.0,18141.0,55212.0,,,
2320,Iceland,2021-04-08,,22.0,6749.0,22446.0,57552.0,,,
2321,Iceland,2021-04-09,,24.0,8187.0,22819.0,58053.0,,,
2322,Iceland,2021-04-10,,24.0,8188.0,23334.0,58074.0,,,
2323,Iceland,2021-04-11,,24.0,8188.0,23335.0,58075.0,,,
2324,Iceland,2021-04-12,,28.0,8190.0,23359.0,58078.0,,,
2325,Iceland,2021-04-13,,28.0,8194.0,23382.0,64267.0,,,
2326,Iceland,2021-04-14,,28.0,8196.0,23924.0,65748.0,,,
2327,Iceland,2021-04-15,,29.0,8198.0,24041.0,66958.0,,,
2328,Iceland,2021-04-16,,29.0,8198.0,24046.0,67799.0,,,
2329,Iceland,2021-04-17,,29.0,8198.0,24047.0,68149.0,,,
2330,Iceland,2021-04-18,,29.0,8198.0,24047.0,68471.0,,,
2331,Iceland,2021-04-19,,29.0,8198.0,24049.0,68936.0,,,
2332,Iceland,2021-04-20,,29.0,8211.0,24052.0,75645.0,,,
2333,Iceland,2021-04-21,,29.0,12512.0,24114.0,77319.0,,,
2334,Iceland,2021-04-22,,29.0,12514.0,24115.0,77323.0,,,
2335,Iceland,2021-04-23,,29.0,12516.0,24117.0,77774.0,,,
2336,Iceland,2021-04-24,,29.0,12516.0,24117.0,77776.0,,,
2337,Iceland,2021-04-25,,29.0,12518.0,24118.0,77777.0,,,
2338,Iceland,2021-04-26,,29.0,12521.0,24121.0,77780.0,,,
2339,Iceland,2021-04-27,,31.0,12522.0,24411.0,85166.0,,,
2340,Iceland,2021-04-28,,409.0,12524.0,34093.0,86681.0,,,
2341,Iceland,2021-04-29,,411.0,12524.0,44683.0,88301.0,,,
2342,Iceland,2021-04-30,,504.0,12527.0,45169.0,88396.0,,,
2343,Iceland,2021-05-01,,505.0,12528.0,45171.0,88587.0,,,
2344,Iceland,2021-05-02,,508.0,12528.0,45172.0,88588.0,,,
2345,Iceland,2021-05-03,,512.0,12529.0,45173.0,88600.0,,,
2346,Iceland,2021-05-04,,567.0,12531.0,45259.0,99573.0,,,
2347,Iceland,2021-05-05,,7086.0,12534.0,45776.0,102526.0,,,
2348,Iceland,2021-05-06,,7982.0,12537.0,59822.0,104731.0,,,
2349,Iceland,2021-05-07,,8493.0,15418.0,60050.0,104769.0,,,
2350,Iceland,2021-05-08,,8496.0,15419.0,60053.0,104771.0,,,
2351,Iceland,2021-05-09,,8498.0,15419.0,60054.0,104774.0,,,
2352,Iceland,2021-05-10,,8505.0,15422.0,60206.0,104809.0,,,
2353,Iceland,2021-05-11,,8739.0,15426.0,60238.0,114865.0,,,
2354,Iceland,2021-05-12,,8940.0,15428.0,61553.0,117667.0,,,
2355,Iceland,2021-05-13,,8945.0,15429.0,62536.0,117676.0,,,
2356,Iceland,2021-05-14,,8955.0,15430.0,62560.0,118256.0,,,
2357,Iceland,2021-05-15,,8956.0,15432.0,62562.0,118258.0,,,
2358,Iceland,2021-05-16,,8956.0,15433.0,62562.0,118259.0,,,
2359,Iceland,2021-05-17,,8958.0,22627.0,62649.0,118261.0,,,
2360,Iceland,2021-05-18,,9329.0,22630.0,62935.0,126018.0,,,
2361,Iceland,2021-05-19,,10653.0,22632.0,63757.0,128946.0,,,
2362,Iceland,2021-05-20,,13281.0,22634.0,64670.0,131450.0,,,
2363,Iceland,2021-05-21,,13349.0,22651.0,64720.0,131815.0,,,
2364,Iceland,2021-05-22,,13351.0,22652.0,64721.0,131819.0,,,
2365,Iceland,2021-05-23,,13353.0,22653.0,64721.0,131821.0,,,
2366,Iceland,2021-05-24,,13353.0,22655.0,64723.0,131832.0,,,
2367,Iceland,2021-05-25,,13404.0,22656.0,64777.0,131847.0,,,
2368,Iceland,2021-05-26,,13574.0,22658.0,64955.0,143687.0,,,
2369,Iceland,2021-05-27,,13584.0,22661.0,67864.0,146646.0,,,
2370,Iceland,2021-05-28,,13638.0,22662.0,67901.0,146704.0,,,
2371,Iceland,2021-05-29,,13641.0,22663.0,67904.0,146707.0,,,
2372,Iceland,2021-05-30,,13644.0,22664.0,67907.0,146711.0,,,
2373,Iceland,2021-05-31,,13660.0,22667.0,67907.0,146717.0,,,
2374,Iceland,2021-06-01,,13764.0,22669.0,68000.0,155426.0,,,
2375,Iceland,2021-06-02,,14314.0,28416.0,68159.0,159489.0,,,
2376,Iceland,2021-06-03,,15388.0,28419.0,68304.0,162429.0,,,
2377,Iceland,2021-06-04,,15929.0,28424.0,68357.0,162516.0,,,
2378,Iceland,2021-06-05,,15939.0,28426.0,68359.0,162541.0,,,
2379,Iceland,2021-06-06,,15942.0,28431.0,68360.0,162552.0,,,
2380,Iceland,2021-06-07,,16211.0,28432.0,68420.0,162561.0,,,
2381,Iceland,2021-06-08,,16295.0,28435.0,69026.0,175008.0,,,
2382,Iceland,2021-06-09,,16464.0,28439.0,78428.0,180694.0,,,
2383,Iceland,2021-06-10,,26733.0,28441.0,78449.0,184641.0,,,
2384,Iceland,2021-06-11,,26743.0,28446.0,78485.0,184669.0,,,
2385,Iceland,2021-06-12,,26749.0,28447.0,78485.0,184675.0,,,
2386,Iceland,2021-06-13,,26753.0,28447.0,78485.0,184681.0,,,
2387,Iceland,2021-06-14,,35952.0,28451.0,79111.0,184707.0,,,
2388,Iceland,2021-06-15,,36491.0,28456.0,80647.0,195976.0,,,
2389,Iceland,2021-06-16,,37603.0,34236.0,81541.0,203089.0,,,
2390,Iceland,2021-06-17,,37609.0,34241.0,81542.0,203108.0,,,
2391,Iceland,2021-06-18,,38952.0,34243.0,81567.0,203147.0,,,
2392,Iceland,2021-06-19,,38954.0,34244.0,81568.0,203163.0,,,
2393,Iceland,2021-06-20,,38957.0,34245.0,81568.0,203174.0,,,
2394,Iceland,2021-06-21,,39023.0,34248.0,81697.0,203214.0,,,
2395,Iceland,2021-06-22,,49207.0,34249.0,82315.0,203698.0,,,
2396,Iceland,2021-06-23,,49569.0,34251.0,82667.0,218557.0,,,
2397,Iceland,2021-06-24,,49967.0,34254.0,83806.0,220150.0,,,
2398,Iceland,2021-06-25,,49995.0,34254.0,83834.0,220169.0,,,
2399,Iceland,2021-06-26,,49999.0,34256.0,83834.0,220179.0,,,
2400,Iceland,2021-06-27,,50004.0,34257.0,83834.0,220188.0,,,
2401,Iceland,2021-06-28,,50042.0,38242.0,83847.0,220197.0,,,
2402,Iceland,2021-06-29,,50301.0,38248.0,85409.0,229053.0,,,
2403,Iceland,2021-06-30,,50532.0,38252.0,102274.0,233252.0,,,
2404,Iceland,2021-07-01,,50721.0,38255.0,110307.0,237580.0,,,
2405,Iceland,2021-07-02,,50755.0,38256.0,110338.0,237599.0,,,
2406,Iceland,2021-07-03,,50756.0,38257.0,110340.0,237610.0,,,
2407,Iceland,2021-07-04,,50756.0,38259.0,110340.0,237616.0,,,
2408,Iceland,2021-07-05,,50790.0,38261.0,110432.0,237635.0,,,
2409,Iceland,2021-07-06,,50875.0,38283.0,112106.0,244231.0,,,
2410,Iceland,2021-07-07,,52947.0,38297.0,112872.0,248426.0,,,
2411,Iceland,2021-07-08,,52967.0,38299.0,112920.0,249207.0,,,
2412,Iceland,2021-07-09,,52995.0,38303.0,112923.0,249236.0,,,
2413,Iceland,2021-07-10,,52997.0,38303.0,112923.0,249245.0,,,
2414,Iceland,2021-07-11,,53000.0,38305.0,112923.0,249249.0,,,
2415,Iceland,2021-07-12,,53025.0,38307.0,112923.0,249264.0,,,
2416,Iceland,2021-07-13,,53163.0,38316.0,113096.0,257644.0,,,
2417,Iceland,2021-07-14,,53233.0,40337.0,115015.0,259252.0,,,
2418,Iceland,2021-07-15,,53266.0,40338.0,115036.0,259510.0,,,
2419,Iceland,2021-07-16,,53293.0,40339.0,115040.0,259567.0,,,
2420,Iceland,2021-07-17,,53293.0,40341.0,115040.0,259570.0,,,
2421,Iceland,2021-07-18,,53293.0,40341.0,115040.0,259571.0,,,
2422,Iceland,2021-07-19,,53324.0,40364.0,115051.0,259667.0,,,
2423,Iceland,2021-07-20,,53379.0,40365.0,115075.0,259876.0,,,
2424,Iceland,2021-07-21,,53424.0,40365.0,115116.0,260615.0,,,
2425,Iceland,2021-07-22,,53436.0,40366.0,115127.0,260795.0,,,
2426,Iceland,2021-07-23,,53445.0,40366.0,115128.0,260909.0,,,
2427,Iceland,2021-07-24,,53445.0,40366.0,115128.0,260911.0,,,
2428,Iceland,2021-07-25,,53445.0,40367.0,115129.0,260911.0,,,
2429,Iceland,2021-07-26,,53460.0,40368.0,115139.0,261071.0,,,
2430,Iceland,2021-07-27,,53473.0,40368.0,115174.0,261295.0,,,
2431,Iceland,2021-07-28,,53492.0,40414.0,115293.0,261674.0,,,
2432,Iceland,2021-07-29,,53506.0,40414.0,115321.0,262323.0,,,
2433,Iceland,2021-07-30,,53515.0,40416.0,115321.0,262599.0,,,
2434,Iceland,2021-07-31,,53516.0,40416.0,115321.0,262599.0,,,
2435,Iceland,2021-08-01,,53516.0,40416.0,115321.0,262600.0,,,
2436,Iceland,2021-08-02,,53516.0,40416.0,115321.0,262603.0,,,
2437,Iceland,2021-08-03,,53527.0,40416.0,115325.0,263995.0,,,
2438,Iceland,2021-08-04,,53543.0,41245.0,115344.0,265846.0,,,
2439,Iceland,2021-08-05,,53553.0,42083.0,115353.0,267174.0,,,
2440,Iceland,2021-08-06,,53562.0,42821.0,115354.0,267365.0,,,
2441,Iceland,2021-08-07,,53562.0,42821.0,115354.0,267365.0,,,
2442,Iceland,2021-08-08,,53562.0,42821.0,115354.0,267366.0,,,
2443,Iceland,2021-08-09,,53570.0,43567.0,115361.0,267564.0,,,
2444,Iceland,2021-08-10,,53583.0,44193.0,115366.0,267910.0,,,
2445,Iceland,2021-08-11,,53606.0,44862.0,115370.0,270593.0,,,
2446,Iceland,2021-08-12,,53612.0,45783.0,115383.0,272812.0,,,
2447,Iceland,2021-08-13,,53616.0,46513.0,115385.0,273130.0,,,
2448,Iceland,2021-08-14,,53616.0,46514.0,115385.0,273131.0,,,
2449,Iceland,2021-08-15,,53616.0,46514.0,115385.0,273131.0,,,
2450,Iceland,2021-08-16,,53633.0,53288.0,115389.0,273410.0,,,
2451,Iceland,2021-08-17,,53649.0,59661.0,115397.0,274305.0,,,
2452,Iceland,2021-08-18,,53661.0,60049.0,115399.0,283442.0,,,
2453,Iceland,2021-08-19,,53677.0,60111.0,115408.0,286915.0,,,
2454,Iceland,2021-08-20,,53684.0,60143.0,115416.0,287340.0,,,
2455,Iceland,2021-08-21,,53684.0,60143.0,115416.0,287340.0,,,
2456,Iceland,2021-08-22,,53684.0,60143.0,115416.0,287341.0,,,
2457,Iceland,2021-08-23,,53691.0,60168.0,115418.0,291270.0,,,
2458,Iceland,2021-08-24,,53696.0,60190.0,115420.0,294949.0,,,
2459,Iceland,2021-08-25,,53703.0,60209.0,115424.0,296930.0,,,
2460,Iceland,2021-08-26,,53706.0,60307.0,115425.0,298051.0,,,
2461,Iceland,2021-08-27,,53713.0,60459.0,115426.0,298369.0,,,
2462,Iceland,2021-08-28,,53713.0,60459.0,115426.0,298369.0,,,
2463,Iceland,2021-08-29,,53713.0,60459.0,115426.0,298371.0,,,
2464,Iceland,2021-08-30,,53723.0,60510.0,115426.0,298587.0,,,
2465,Iceland,2021-08-31,,53725.0,60574.0,115426.0,298812.0,,,
2466,Iceland,2021-09-01,,53737.0,60635.0,115426.0,299569.0,,,
2467,Iceland,2021-09-02,,53743.0,60717.0,115426.0,300797.0,,,
2468,Iceland,2021-09-03,,53747.0,60796.0,115439.0,300949.0,,,
2469,Iceland,2021-09-04,,53747.0,60796.0,115439.0,300949.0,,,
2470,Iceland,2021-09-05,,53747.0,60796.0,115439.0,300949.0,,,
2471,Iceland,2021-09-06,,53760.0,60905.0,115439.0,301122.0,,,
2472,Iceland,2021-09-07,,53763.0,61523.0,115439.0,301318.0,,,
2473,Iceland,2021-09-08,,53772.0,61659.0,115439.0,302625.0,,,
2474,Iceland,2021-09-09,,53779.0,62391.0,115439.0,304222.0,,,
2475,Iceland,2021-09-10,,53787.0,62486.0,115451.0,304383.0,,,
2476,Iceland,2021-09-11,,53787.0,62486.0,115451.0,304384.0,,,
2477,Iceland,2021-09-12,,53787.0,62486.0,115451.0,304384.0,,,
2478,Iceland,2021-09-13,,53792.0,62489.0,115451.0,307798.0,,,
2479,Iceland,2021-09-14,,53792.0,62489.0,115451.0,311082.0,,,
2480,Iceland,2021-09-15,,53795.0,62495.0,115451.0,314431.0,,,
2481,Iceland,2021-09-16,,53797.0,62495.0,115452.0,316332.0,,,
2482,Iceland,2021-09-17,,53814.0,62495.0,115458.0,316723.0,,,
2483,Iceland,2021-09-18,,53814.0,62495.0,115458.0,316723.0,,,
2484,Iceland,2021-09-19,,53814.0,62495.0,115458.0,316724.0,,,
2485,Iceland,2021-09-20,,53830.0,62496.0,115458.0,317373.0,,,
2486,Iceland,2021-09-21,,53835.0,62496.0,115458.0,317622.0,,,
2487,Iceland,2021-09-22,,53840.0,62513.0,115458.0,319504.0,,,
2488,Iceland,2021-09-23,,53840.0,62514.0,115458.0,320668.0,,,
2489,Iceland,2021-09-24,,53840.0,62514.0,115464.0,320964.0,,,
2490,Iceland,2021-09-25,,53840.0,62514.0,115464.0,320964.0,,,
2491,Iceland,2021-09-26,,53840.0,62514.0,115464.0,320964.0,,,
2492,Iceland,2021-09-27,,53840.0,62514.0,115464.0,321220.0,,,
2493,Iceland,2021-09-28,,53840.0,62514.0,115464.0,321942.0,,,
2494,Iceland,2021-09-29,,53859.0,62523.0,115464.0,322757.0,,,
2495,Ireland,2021-01-01,,,,,0.0,,,
2496,Ireland,2021-01-08,,1.0,2.0,2.0,50432.0,,,
2497,Ireland,2021-01-15,,,1914.0,7.0,97281.0,,,
2498,Ireland,2021-01-22,,,1926.0,16.0,147137.0,,,
2499,Ireland,2021-01-29,,,1929.0,24.0,201027.0,,,
2500,Ireland,2021-02-05,,,1936.0,49.0,254273.0,,,
2501,Ireland,2021-02-12,,,3877.0,17630.0,267817.0,,,
2502,Ireland,2021-02-19,,2.0,5080.0,38198.0,331532.0,,,
2503,Ireland,2021-02-26,,,9520.0,71849.0,382067.0,,,
2504,Ireland,2021-03-05,,,16808.0,99394.0,434063.0,,,
2505,Ireland,2021-03-12,,,20827.0,132329.0,486826.0,,,
2506,Ireland,2021-03-19,,3.0,22569.0,135632.0,549024.0,,,
